sale_id,sale_date,product_id,store_id,channel_id,customer_id,quantity,gross_revenue,discount_value,net_revenue,cost
921,2025-06-04,44,2,1,349,3,102.63,6.84,95.79,54.66
922,2025-04-16,50,3,2,486,3,274.44,9.15,265.29,117.45
923,2024-12-29,27,8,2,112,1,128.01,25.6,102.41,67.01
924,2025-08-14,17,1,2,207,2,187.76,9.39,178.37,104.0
925,2025-05-01,10,15,2,417,5,1195.55,47.82,1147.73,829.45
926,2024-05-29,9,4,1,176,3,370.74,12.36,358.38,166.44
927,2025-07-31,28,9,1,463,5,669.7,0.0,669.7,454.85
928,2024-04-11,41,6,1,157,4,902.32,22.56,879.76,513.68
929,2024-09-07,33,4,1,106,3,110.46,3.68,106.78,66.09
930,2024-03-14,3,6,2,481,3,381.93,0.0,381.93,229.26
931,2024-02-03,3,11,1,412,1,132.15,0.0,132.15,78.97
932,2024-11-25,35,15,2,311,2,478.04,47.8,430.24,237.86
933,2024-02-21,28,15,2,368,3,647.25,21.58,625.67,396.48
934,2024-07-24,29,14,2,280,3,171.63,11.44,160.19,103.65
935,2024-02-05,27,5,1,405,2,257.14,25.71,231.43,161.04
936,2025-11-08,12,8,2,89,2,115.8,0.0,115.8,50.16
937,2025-03-21,5,12,2,490,5,943.75,18.88,924.87,543.0
938,2025-10-03,21,7,2,292,4,687.68,0.0,687.68,477.4
939,2024-12-01,31,14,1,108,4,436.24,10.91,425.33,258.48
940,2024-06-18,12,6,2,489,3,101.91,0.0,101.91,63.66
941,2024-02-04,11,1,2,42,4,214.36,0.0,214.36,142.48
942,2024-04-24,7,9,2,47,4,198.12,4.95,193.17,136.76
943,2025-12-01,4,9,2,377,3,127.05,8.47,118.58,82.47
944,2025-09-15,21,12,2,164,4,177.08,4.43,172.65,122.64
945,2025-05-24,49,7,2,234,5,191.9,3.84,188.06,116.2
946,2025-08-12,24,13,1,168,2,476.88,0.0,476.88,279.6
947,2024-06-23,49,14,2,214,4,386.64,0.0,386.64,263.84
948,2025-02-08,42,10,2,396,5,516.6,20.66,495.94,318.0
949,2024-02-23,9,9,1,345,5,915.85,18.32,897.53,547.15
950,2024-04-22,31,12,1,252,3,226.83,7.56,219.27,123.33
951,2025-06-02,33,8,2,25,5,247.65,9.91,237.74,130.2
952,2024-09-29,27,9,2,363,5,278.3,0.0,278.3,117.8
953,2025-10-22,44,7,2,15,3,167.52,0.0,167.52,89.22
954,2025-04-15,37,15,2,142,3,300.87,0.0,300.87,147.99
955,2024-05-20,29,11,1,27,2,273.96,27.4,246.56,119.24
956,2025-02-17,35,5,1,14,4,514.52,25.73,488.79,311.32
957,2024-03-31,39,3,1,167,3,562.38,0.0,562.38,235.95
958,2025-01-19,38,7,1,111,5,437.15,0.0,437.15,266.05
959,2025-12-04,15,11,1,218,2,104.98,0.0,104.98,49.22
960,2025-06-13,18,4,1,190,2,254.08,0.0,254.08,166.12
961,2025-10-31,28,2,1,383,2,68.04,0.0,68.04,43.98
962,2025-05-21,48,2,2,205,2,433.24,43.32,389.92,173.82
963,2024-12-06,19,14,1,233,2,395.78,19.79,375.99,242.34
964,2025-10-30,41,3,1,165,5,1214.95,24.3,1190.65,731.6
965,2025-08-28,31,5,1,308,1,199.82,0.0,199.82,84.06
966,2024-09-08,25,14,1,20,3,345.42,0.0,345.42,206.22
967,2024-05-31,30,1,1,192,4,608.44,0.0,608.44,367.4
968,2025-08-23,33,6,1,205,2,360.12,36.01,324.11,158.12
969,2024-05-23,16,11,2,184,1,58.37,11.67,46.7,25.08
970,2024-07-03,17,12,2,120,1,245.29,0.0,245.29,113.5
971,2024-09-26,10,1,1,293,4,850.68,0.0,850.68,550.12
972,2025-05-03,49,1,2,448,3,541.26,0.0,541.26,240.42
973,2024-10-30,40,7,1,394,4,397.0,19.85,377.15,204.08
974,2024-01-03,37,3,2,143,4,929.16,23.23,905.93,620.6
975,2024-03-08,7,11,1,48,3,244.35,16.29,228.06,102.45
976,2025-04-12,21,10,1,258,1,54.66,10.93,43.73,29.06
977,2025-09-14,17,15,2,242,3,426.78,14.23,412.55,243.24
978,2025-02-06,26,7,1,82,5,959.7,38.39,921.31,431.05
979,2024-03-12,41,1,1,6,3,348.87,0.0,348.87,173.04
980,2024-09-05,45,4,2,435,4,526.04,26.3,499.74,366.96
981,2025-11-09,10,3,1,240,2,304.88,15.24,289.64,193.78
982,2024-12-16,4,1,1,80,3,127.08,0.0,127.08,83.28
983,2025-01-03,24,5,2,423,5,1033.45,20.67,1012.78,602.25
984,2025-09-15,9,14,1,449,4,960.2,0.0,960.2,505.92
985,2024-02-14,48,15,2,418,4,484.28,12.11,472.17,246.4
986,2025-07-07,4,15,1,236,4,564.96,0.0,564.96,365.24
987,2025-03-04,6,13,1,237,2,74.78,3.74,71.04,38.62
988,2025-09-10,2,11,1,399,5,988.8,39.55,949.25,576.4
989,2024-03-12,13,9,2,240,1,210.53,21.05,189.48,125.68
990,2024-05-02,21,2,1,424,5,678.15,13.56,664.59,388.2
991,2024-03-13,24,4,1,470,4,750.72,0.0,750.72,356.68
992,2024-09-12,7,15,2,483,2,274.54,13.73,260.81,122.4
993,2024-05-19,47,8,2,209,5,673.5,0.0,673.5,386.35
994,2024-01-11,48,13,1,156,1,188.46,18.85,169.61,112.94
995,2024-07-07,38,4,2,365,3,280.41,9.35,271.06,167.16
996,2025-11-05,47,12,1,337,2,356.22,0.0,356.22,163.34
997,2024-06-20,17,10,1,292,4,374.28,18.71,355.57,228.72
998,2025-06-01,37,8,2,491,2,187.52,18.75,168.77,75.86
999,2024-09-30,25,14,1,181,2,459.52,22.98,436.54,198.36
1000,2025-07-04,29,6,2,181,5,594.1,11.88,582.22,331.05
1001,2024-08-07,15,1,2,262,2,389.54,19.48,370.06,190.66
1002,2025-06-11,39,5,1,145,4,254.2,12.71,241.49,105.96
1003,2024-08-29,34,9,2,420,1,210.61,42.12,168.49,108.55
1004,2024-01-15,25,7,1,345,3,324.72,10.82,313.9,194.52
1005,2025-03-27,41,15,2,254,1,107.9,21.58,86.32,68.67
1006,2024-07-27,24,2,2,266,1,56.77,5.68,51.09,29.82
1007,2024-02-14,18,7,2,317,4,154.96,3.87,151.09,94.64
1008,2025-08-17,42,15,2,71,5,987.3,39.49,947.81,659.7
1009,2025-12-22,1,8,2,485,1,176.08,0.0,176.08,111.55
1010,2025-10-22,18,11,2,202,1,103.77,0.0,103.77,66.76
1011,2024-07-13,30,1,1,418,4,256.84,12.84,244.0,116.52
1012,2024-10-21,14,14,1,242,1,183.95,36.79,147.16,79.88
1013,2024-12-25,43,8,1,101,3,263.49,17.57,245.92,150.21
1014,2025-06-25,30,11,1,136,3,305.79,0.0,305.79,168.39
1015,2025-11-07,48,5,1,225,5,229.6,4.59,225.01,97.2
1016,2025-09-21,21,1,1,196,4,855.96,42.8,813.16,397.48
1017,2024-12-29,30,8,2,438,1,153.1,30.62,122.48,72.12
1018,2025-04-26,50,10,2,405,1,187.77,37.55,150.22,110.48
1019,2024-09-09,25,14,1,242,4,867.04,43.35,823.69,511.88
1020,2024-09-30,42,7,2,178,4,889.52,44.48,845.04,493.48
1021,2025-08-14,2,9,2,138,5,1211.75,0.0,1211.75,518.45
1022,2025-02-15,29,11,1,200,3,416.52,0.0,416.52,290.52
1023,2024-08-17,38,12,2,1,2,325.58,32.56,293.02,132.48
1024,2024-09-25,19,12,1,184,3,556.53,0.0,556.53,230.64
1025,2024-08-27,12,6,1,81,1,42.21,0.0,42.21,20.83
1026,2025-05-02,37,5,1,47,5,831.3,33.25,798.05,374.9
1027,2025-11-06,36,7,1,48,2,430.2,43.02,387.18,274.54
1028,2024-05-15,50,13,2,93,1,207.47,41.49,165.98,108.47
1029,2025-10-02,49,6,1,358,1,234.24,23.42,210.82,96.01
1030,2024-07-15,7,9,2,273,1,42.9,8.58,34.32,26.61
1031,2025-04-10,14,7,1,131,3,268.83,17.92,250.91,144.0
1032,2025-02-02,4,1,1,278,3,478.44,0.0,478.44,281.31
1033,2024-06-16,18,14,2,389,5,268.35,5.37,262.98,139.0
1034,2024-08-09,24,11,1,433,1,222.88,0.0,222.88,154.39
1035,2024-03-05,2,7,2,69,3,197.4,6.58,190.82,98.52
1036,2024-01-19,9,6,1,314,1,150.3,30.06,120.24,82.76
1037,2025-10-12,38,6,2,117,2,105.66,0.0,105.66,68.54
1038,2024-03-14,22,6,2,259,3,579.3,38.62,540.68,244.95
1039,2025-06-19,9,1,2,333,5,928.05,0.0,928.05,469.75
1040,2024-05-16,50,13,1,40,5,189.65,7.59,182.06,108.4
1041,2025-06-28,34,13,1,82,4,197.24,0.0,197.24,118.28
1042,2025-04-15,42,2,1,470,1,85.06,8.51,76.55,41.41
1043,2024-04-24,45,2,2,324,3,583.71,0.0,583.71,282.69
1044,2024-11-14,4,11,1,232,4,298.04,14.9,283.14,136.24
1045,2024-11-05,20,4,1,165,5,914.85,18.3,896.55,561.0
1046,2025-09-13,13,11,1,163,2,253.44,25.34,228.1,172.34
1047,2024-11-28,48,15,1,53,1,209.04,41.81,167.23,111.98
1048,2024-05-28,9,12,1,293,4,702.6,35.13,667.47,289.48
1049,2024-09-19,40,14,2,385,4,290.56,14.53,276.03,176.48
1050,2024-06-02,26,7,2,35,1,131.67,26.33,105.34,61.18
1051,2025-11-18,42,14,1,372,1,186.19,18.62,167.57,121.76
1052,2025-11-05,41,1,1,384,1,50.92,10.18,40.74,21.53
1053,2025-09-16,28,9,2,236,1,241.49,24.15,217.34,113.2
1054,2025-02-24,41,8,2,339,3,522.81,34.85,487.96,248.58
1055,2025-03-13,29,14,1,173,5,764.85,30.59,734.26,447.25
1056,2024-01-08,47,2,1,195,5,499.8,19.99,479.81,235.2
1057,2025-12-31,12,7,2,102,4,777.32,0.0,777.32,336.72
1058,2025-07-23,26,11,2,266,3,610.11,40.67,569.44,255.99
1059,2024-11-04,43,13,1,294,4,369.44,9.24,360.2,169.24
1060,2024-05-13,33,2,2,251,5,401.35,16.05,385.3,246.8
1061,2024-11-21,42,3,2,470,5,690.2,13.8,676.4,304.55
1062,2025-03-16,6,13,1,156,4,877.16,43.86,833.3,460.76
1063,2024-07-19,7,14,2,46,5,326.5,13.06,313.44,218.75
1064,2025-01-27,28,10,2,422,2,81.18,4.06,77.12,39.26
1065,2025-05-01,4,11,2,132,5,222.35,4.45,217.9,148.2
1066,2024-10-22,36,6,1,153,4,300.92,0.0,300.92,166.04
1067,2024-09-15,1,12,1,87,3,529.17,35.28,493.89,278.49
1068,2024-03-30,4,10,2,431,1,104.51,10.45,94.06,62.41
1069,2025-03-08,40,13,1,496,1,83.55,0.0,83.55,56.01
1070,2025-07-26,26,15,1,2,5,797.45,31.9,765.55,479.4
1071,2024-04-23,20,10,2,232,2,400.7,0.0,400.7,167.94
1072,2024-08-04,13,14,1,390,2,418.18,20.91,397.27,183.26
1073,2025-08-08,41,1,2,60,2,299.98,0.0,299.98,175.68
1074,2024-12-27,23,15,1,380,4,459.68,0.0,459.68,263.76
1075,2024-06-14,44,4,1,63,1,73.16,7.32,65.84,48.95
1076,2025-03-08,49,3,2,442,3,586.35,39.09,547.26,376.59
1077,2025-08-10,2,14,2,460,4,850.84,21.27,829.57,493.84
1078,2025-03-15,22,7,2,302,3,310.38,20.69,289.69,160.53
1079,2024-09-04,9,4,1,289,1,148.36,0.0,148.36,94.93
1080,2024-06-18,49,14,1,52,3,388.62,25.91,362.71,255.03
1081,2024-02-29,13,5,2,339,4,556.84,13.92,542.92,301.96
1082,2024-10-19,33,14,1,358,1,203.58,40.72,162.86,114.39
1083,2025-02-28,22,10,1,375,2,134.86,6.74,128.12,87.2
1084,2024-02-06,39,9,1,346,1,84.41,8.44,75.97,52.25
1085,2024-06-29,46,6,2,237,3,634.26,0.0,634.26,369.81
1086,2025-09-09,16,2,1,495,4,504.68,12.62,492.06,322.52
1087,2025-04-22,27,15,1,214,4,525.48,0.0,525.48,214.88
1088,2024-12-20,28,15,1,2,1,66.93,0.0,66.93,35.44
1089,2024-04-04,10,10,1,80,1,58.37,5.84,52.53,37.65
1090,2024-11-20,24,12,1,380,4,978.76,24.47,954.29,429.52
1091,2024-04-25,44,15,1,491,5,477.15,0.0,477.15,231.7
1092,2025-12-07,36,4,2,490,5,777.8,15.56,762.24,492.8
1093,2025-01-22,39,3,2,271,3,205.02,0.0,205.02,112.53
1094,2025-01-25,37,13,1,180,4,730.84,0.0,730.84,470.32
1095,2025-09-05,10,13,2,168,5,971.45,19.43,952.02,466.8
1096,2025-08-16,18,10,2,280,1,190.03,38.01,152.02,124.57
1097,2024-04-15,15,4,2,345,3,213.42,14.23,199.19,88.35
1098,2025-06-29,47,5,2,389,5,549.1,21.96,527.14,283.3
1099,2025-07-14,17,2,2,394,1,125.65,0.0,125.65,73.88
1100,2024-09-07,28,14,2,211,5,504.8,0.0,504.8,215.0
1101,2025-02-01,19,6,1,419,4,461.0,11.53,449.47,233.64
1102,2024-11-04,30,8,1,407,1,131.03,13.1,117.93,78.04
1103,2024-04-30,24,9,2,202,5,1094.1,21.88,1072.22,474.15
1104,2024-08-06,16,10,2,145,1,156.45,15.64,140.81,99.72
1105,2025-12-03,39,8,2,132,3,454.83,0.0,454.83,300.99
1106,2024-06-06,4,11,1,235,2,431.76,0.0,431.76,206.64
1107,2025-06-26,19,8,2,165,3,454.2,15.14,439.06,256.41
1108,2024-06-17,7,3,2,205,4,408.44,0.0,408.44,257.56
1109,2024-04-23,43,13,1,288,4,330.76,8.27,322.49,185.36
1110,2024-08-11,33,6,2,202,2,304.42,30.44,273.98,161.48
1111,2024-02-24,28,3,2,413,2,174.38,8.72,165.66,112.52
1112,2024-08-06,49,12,2,130,1,249.15,24.92,224.23,171.63
1113,2025-06-11,3,13,2,444,5,877.3,0.0,877.3,478.9
1114,2025-02-01,17,12,2,419,5,459.95,9.2,450.75,249.2
1115,2025-05-22,46,3,1,78,5,457.0,18.28,438.72,281.55
1116,2024-09-04,3,2,1,13,1,145.36,29.07,116.29,77.26
1117,2025-02-13,35,8,1,145,1,113.89,11.39,102.5,67.85
1118,2024-08-04,27,9,1,242,1,178.42,17.84,160.58,95.47
1119,2025-03-19,25,7,1,87,4,878.04,43.9,834.14,521.28
1120,2025-07-01,34,15,1,86,2,499.2,0.0,499.2,295.38
1121,2025-10-26,25,14,2,156,3,105.75,3.53,102.22,59.7
1122,2025-05-22,30,12,1,26,2,388.32,38.83,349.49,270.18
1123,2025-04-26,10,15,2,314,4,643.28,16.08,627.2,335.16
1124,2024-04-07,28,9,1,57,1,75.76,0.0,75.76,34.4
1125,2025-10-22,40,5,2,339,3,313.08,20.87,292.21,214.8
1126,2025-11-17,43,2,2,393,5,654.65,0.0,654.65,356.35
1127,2024-09-24,46,12,1,179,4,249.6,6.24,243.36,106.4
1128,2024-01-28,3,12,2,98,5,781.7,15.63,766.07,345.75
1129,2024-04-23,10,3,1,98,5,416.25,16.65,399.6,171.45
1130,2025-09-14,49,3,1,454,1,42.07,4.21,37.86,27.14
1131,2025-04-08,36,1,2,480,1,118.74,0.0,118.74,81.68
1132,2025-11-21,46,6,1,9,4,950.52,47.53,902.99,598.88
1133,2024-02-26,39,6,1,220,5,436.1,17.44,418.66,212.6
1134,2025-05-28,23,2,2,306,2,417.74,0.0,417.74,259.36
1135,2025-11-22,45,11,2,415,5,543.3,0.0,543.3,268.35
1136,2025-12-25,6,7,2,330,4,445.92,11.15,434.77,195.92
1137,2025-11-22,38,5,1,189,5,419.0,8.38,410.62,252.45
1138,2025-08-17,40,15,1,156,4,419.36,0.0,419.36,286.2
1139,2025-08-11,46,15,2,366,3,364.38,12.15,352.23,249.72
1140,2024-11-09,15,12,1,101,1,142.34,0.0,142.34,82.72
1141,2025-12-18,32,3,1,356,3,332.13,22.14,309.99,211.86
1142,2025-03-01,10,11,1,235,4,523.44,13.09,510.35,312.36
1143,2024-09-17,39,4,1,119,3,561.09,37.41,523.68,234.87
1144,2025-07-26,50,11,1,443,1,96.43,19.29,77.14,55.95
1145,2024-05-22,6,15,1,111,4,647.2,0.0,647.2,329.32
1146,2025-04-02,42,14,2,373,5,1229.85,49.19,1180.66,513.95
1147,2025-03-26,48,12,1,500,4,715.72,0.0,715.72,297.4
1148,2024-04-27,14,5,1,235,3,245.76,0.0,245.76,143.88
1149,2024-05-12,15,2,1,418,5,551.4,0.0,551.4,374.45
1150,2025-05-29,4,5,2,99,5,1013.3,40.53,972.77,588.4
1151,2024-04-07,22,5,2,146,5,898.15,0.0,898.15,381.8
1152,2025-02-26,33,15,2,377,1,37.53,0.0,37.53,18.86
1153,2024-07-06,8,11,2,465,1,76.07,7.61,68.46,52.3
1154,2025-06-30,22,3,2,490,4,748.36,0.0,748.36,355.36
1155,2025-08-29,29,7,2,46,1,51.5,5.15,46.35,26.22
1156,2024-09-24,26,6,1,178,1,117.38,23.48,93.9,65.27
1157,2024-10-27,41,4,1,332,3,223.47,14.9,208.57,105.87
1158,2024-07-05,19,2,1,444,3,385.62,0.0,385.62,186.84
1159,2025-10-31,47,3,1,429,5,272.45,10.9,261.55,128.25
1160,2025-08-17,1,11,2,374,1,173.75,17.38,156.37,71.45
1161,2025-11-10,49,6,2,332,2,330.06,16.5,313.56,191.48
1162,2024-01-13,6,13,1,182,4,361.76,0.0,361.76,164.4
1163,2025-10-02,13,6,1,86,1,189.68,0.0,189.68,118.52
1164,2025-05-24,17,9,1,377,5,1064.6,21.29,1043.31,478.8
1165,2024-09-12,46,3,2,371,5,819.75,0.0,819.75,444.55
1166,2025-06-03,44,6,2,467,3,425.22,14.17,411.05,244.98
1167,2024-03-24,27,11,2,373,5,462.05,0.0,462.05,236.1
1168,2024-05-24,9,1,2,363,1,151.72,0.0,151.72,99.51
1169,2024-05-03,39,7,2,478,5,1016.35,20.33,996.02,689.55
1170,2025-04-14,36,7,1,137,1,89.82,0.0,89.82,50.17
1171,2025-05-12,5,13,1,291,2,92.66,9.27,83.39,48.78
1172,2024-12-21,23,3,1,212,3,111.27,0.0,111.27,72.81
1173,2025-04-14,9,5,1,111,1,69.94,0.0,69.94,39.68
1174,2025-08-30,50,7,1,39,4,985.52,24.64,960.88,655.68
1175,2025-07-29,40,9,1,175,1,182.23,18.22,164.01,78.34
1176,2024-12-13,10,8,1,452,1,115.29,23.06,92.23,65.68
1177,2024-09-24,18,2,1,363,3,459.54,15.32,444.22,227.43
1178,2024-02-13,40,15,2,492,4,129.76,6.49,123.27,89.76
1179,2025-09-25,28,7,1,307,1,204.35,20.44,183.91,124.92
1180,2024-07-22,15,10,1,143,2,219.42,21.94,197.48,150.42
1181,2024-03-07,41,2,2,31,2,152.0,15.2,136.8,105.98
1182,2024-07-10,46,15,2,144,4,357.08,0.0,357.08,208.6
1183,2024-01-21,24,12,2,147,4,761.24,19.03,742.21,373.88
1184,2024-03-12,35,10,1,166,3,550.17,36.68,513.49,247.5
1185,2024-08-20,40,8,2,315,1,104.1,10.41,93.69,59.7
1186,2024-04-18,12,14,2,35,2,416.58,41.66,374.92,244.6
1187,2024-12-10,45,12,1,212,3,278.91,18.59,260.32,134.61
1188,2024-08-10,1,3,1,279,3,240.99,16.07,224.92,156.78
1189,2024-07-06,15,1,2,245,2,257.96,25.8,232.16,109.38
1190,2024-10-30,20,8,2,295,2,317.18,31.72,285.46,208.58
1191,2025-12-04,19,13,1,206,1,185.14,37.03,148.11,87.62
1192,2024-12-09,44,15,1,332,4,697.28,0.0,697.28,324.84
1193,2024-08-23,34,2,1,486,4,504.44,0.0,504.44,339.88
1194,2024-02-24,2,8,2,477,3,111.72,7.45,104.27,71.58
1195,2025-12-26,36,9,2,13,2,130.74,13.07,117.67,72.48
1196,2024-06-20,45,7,1,291,4,630.76,0.0,630.76,386.88
1197,2025-11-23,35,5,1,232,1,150.08,30.02,120.06,84.8
1198,2024-07-28,21,13,2,500,3,398.13,0.0,398.13,268.11
1199,2025-01-21,8,4,2,365,5,1019.7,40.79,978.91,423.05
1200,2025-09-11,41,1,2,262,3,110.79,0.0,110.79,58.44
1201,2025-03-15,19,6,2,22,4,527.4,13.19,514.21,241.76
1202,2024-01-19,41,6,2,221,3,575.91,38.39,537.52,257.85
1203,2025-03-30,2,15,1,116,4,866.72,21.67,845.05,456.0
1204,2024-12-03,20,1,2,246,1,211.82,42.36,169.46,99.0
1205,2024-05-02,47,9,2,493,3,596.97,0.0,596.97,271.95
1206,2025-06-20,16,11,2,96,2,139.78,13.98,125.8,67.38
1207,2024-12-21,13,1,1,99,5,1213.7,48.55,1165.15,809.7
1208,2025-03-29,23,1,1,294,3,211.98,7.07,204.91,139.56
1209,2025-03-30,10,7,2,278,2,94.96,4.75,90.21,46.94
1210,2025-03-26,15,8,1,188,4,900.8,0.0,900.8,513.88
1211,2024-10-11,30,14,1,45,5,393.8,7.88,385.92,171.25
1212,2025-08-21,49,2,1,240,2,77.5,3.88,73.62,38.36
1213,2025-03-29,4,7,1,179,3,384.81,25.65,359.16,188.25
1214,2025-08-21,11,14,2,134,3,371.13,0.0,371.13,235.08
1215,2024-05-10,6,12,1,476,4,678.0,33.9,644.1,329.04
1216,2024-12-21,12,13,1,54,1,123.07,0.0,123.07,59.84
1217,2024-02-23,2,7,2,302,2,171.4,17.14,154.26,77.76
1218,2024-03-17,5,1,1,200,5,163.55,0.0,163.55,73.4
1219,2024-10-09,1,7,2,300,5,820.05,16.4,803.65,502.0
1220,2024-01-19,8,4,2,185,5,455.9,0.0,455.9,314.15
1221,2025-03-06,22,15,1,334,5,1076.55,0.0,1076.55,632.8
1222,2024-03-01,36,6,2,373,2,434.6,0.0,434.6,196.98
1223,2025-01-03,39,7,1,101,1,106.2,21.24,84.96,42.51
1224,2024-08-29,50,5,1,451,1,161.25,0.0,161.25,108.48
1225,2024-05-21,33,4,1,288,1,129.85,0.0,129.85,75.28
1226,2024-09-11,42,11,1,376,5,649.4,25.98,623.42,339.1
1227,2025-08-25,10,10,1,80,5,835.25,33.41,801.84,488.1
1228,2025-10-19,33,3,2,92,3,604.92,20.16,584.76,362.46
1229,2025-05-21,17,10,1,369,4,156.92,0.0,156.92,109.12
1230,2024-08-27,48,11,2,309,3,412.68,0.0,412.68,186.66
1231,2024-11-07,47,9,2,343,4,253.6,6.34,247.26,148.04
1232,2025-06-30,13,8,1,118,2,492.94,49.29,443.65,333.32
1233,2025-11-23,43,8,2,237,3,156.9,10.46,146.44,106.44
1234,2025-03-30,35,5,2,369,2,209.14,0.0,209.14,122.42
1235,2024-11-17,16,9,2,55,4,875.64,43.78,831.86,399.24
1236,2024-03-01,50,7,1,240,4,166.2,8.31,157.89,84.4
1237,2025-02-05,46,13,1,302,2,443.04,44.3,398.74,299.72
1238,2024-12-30,13,13,2,376,3,192.42,0.0,192.42,119.19
1239,2024-07-06,9,3,2,96,4,238.44,11.92,226.52,147.16
1240,2025-08-28,48,2,2,207,3,360.81,12.03,348.78,160.98
1241,2024-09-14,19,1,2,231,2,321.4,0.0,321.4,215.1
1242,2025-04-15,5,7,1,167,2,142.3,7.12,135.18,79.6
1243,2025-07-31,9,14,2,65,2,136.94,6.85,130.09,58.06
1244,2024-01-12,8,12,2,326,2,179.34,0.0,179.34,93.84
1245,2024-04-15,8,4,1,2,3,366.54,12.22,354.32,209.28
1246,2025-10-09,7,13,1,330,3,713.19,0.0,713.19,319.29
1247,2024-03-25,34,5,1,184,1,224.93,22.49,202.44,104.73
1248,2025-07-08,7,14,2,175,4,573.28,0.0,573.28,376.44
1249,2024-06-23,5,12,2,320,3,367.86,0.0,367.86,161.04
1250,2025-02-18,41,7,2,115,4,153.88,3.85,150.03,81.24
1251,2024-07-01,20,5,2,68,4,706.52,17.66,688.86,354.68
1252,2025-10-24,2,13,2,112,5,730.05,0.0,730.05,319.85
1253,2024-05-28,13,10,1,53,5,808.5,16.17,792.33,434.1
1254,2024-07-26,27,6,1,277,5,619.0,24.76,594.24,280.45
1255,2024-08-31,5,11,2,19,2,240.14,0.0,240.14,125.18
1256,2024-10-09,11,10,1,8,5,538.65,10.77,527.88,311.25
1257,2025-10-01,11,8,1,182,4,536.4,13.41,522.99,337.36
1258,2024-03-14,21,1,2,468,4,309.48,15.47,294.01,143.32
1259,2025-05-24,2,5,1,90,3,112.11,0.0,112.11,63.03
1260,2024-10-23,42,15,2,238,5,610.2,12.2,598.0,391.9
1261,2024-12-19,22,7,2,146,2,204.78,10.24,194.54,89.12
1262,2025-09-02,36,4,2,39,3,690.63,46.04,644.59,334.26
1263,2024-04-11,27,15,2,492,4,923.24,46.16,877.08,507.28
1264,2024-11-13,25,1,1,280,5,348.4,6.97,341.43,169.45
1265,2024-09-08,2,3,1,64,3,344.01,0.0,344.01,144.18
1266,2025-05-15,10,15,2,277,1,80.5,8.05,72.45,33.25
1267,2024-12-09,13,4,1,12,2,374.68,18.73,355.95,150.92
1268,2024-02-27,26,14,2,400,5,1160.05,46.4,1113.65,574.2
1269,2024-07-13,28,5,1,34,1,126.4,0.0,126.4,76.3
1270,2025-04-02,40,15,1,139,3,207.72,0.0,207.72,138.6
1271,2024-04-20,25,4,2,340,4,889.92,44.5,845.42,393.44
1272,2024-02-10,23,12,1,56,1,247.4,49.48,197.92,133.96
1273,2025-06-06,4,1,2,450,3,600.36,40.02,560.34,394.98
1274,2025-02-19,20,4,1,211,3,527.91,17.6,510.31,299.76
1275,2024-04-08,5,14,1,290,1,195.84,39.17,156.67,124.63
1276,2025-02-01,37,1,2,253,1,147.47,14.75,132.72,97.66
1277,2024-03-11,34,13,2,191,1,139.98,14.0,125.98,80.65
1278,2025-06-04,39,9,2,323,2,442.6,44.26,398.34,250.64
1279,2024-06-15,23,12,1,309,5,372.5,7.45,365.05,194.85
1280,2024-07-25,38,11,1,118,1,144.99,14.5,130.49,67.08
1281,2025-11-29,34,6,1,208,4,636.72,31.84,604.88,328.44
1282,2024-01-15,35,6,1,232,1,33.41,3.34,30.07,16.57
1283,2025-07-27,39,3,2,178,5,1241.7,24.83,1216.87,712.85
1284,2025-08-10,13,9,2,110,3,612.84,40.86,571.98,250.35
1285,2024-09-12,27,12,1,242,2,355.94,17.8,338.14,233.96
1286,2025-10-05,14,6,2,202,3,550.77,18.36,532.41,269.1
1287,2024-08-31,27,12,2,39,5,1179.5,23.59,1155.91,698.3
1288,2024-12-26,47,7,1,105,3,655.23,43.68,611.55,418.86
1289,2025-03-05,1,3,1,199,3,612.0,20.4,591.6,268.65
1290,2024-07-12,37,5,1,323,2,116.36,0.0,116.36,65.66
1291,2025-05-02,43,13,2,440,2,396.92,0.0,396.92,197.24
1292,2025-03-20,13,13,2,460,3,451.2,0.0,451.2,258.72
1293,2024-08-22,44,5,2,474,4,729.76,0.0,729.76,408.4
1294,2025-07-25,42,7,1,264,3,445.08,0.0,445.08,206.07
1295,2024-07-16,25,10,1,259,3,417.09,13.9,403.19,261.27
1296,2024-06-20,33,11,1,81,3,567.15,18.91,548.24,286.44
1297,2025-05-03,2,8,2,1,3,135.18,9.01,126.17,63.09
1298,2024-06-14,35,13,1,345,2,331.24,33.12,298.12,207.04
1299,2025-04-19,32,4,2,213,4,512.4,25.62,486.78,313.68
1300,2024-02-27,13,7,1,255,3,106.56,0.0,106.56,64.71
1301,2024-06-04,27,6,1,481,3,521.43,17.38,504.05,230.79
1302,2025-12-28,36,9,1,362,5,1023.2,20.46,1002.74,485.45
1303,2024-04-08,6,1,1,242,1,75.68,0.0,75.68,38.49
1304,2025-02-24,39,6,1,226,5,859.25,17.18,842.07,373.5
1305,2025-08-16,8,5,2,229,4,957.04,47.85,909.19,520.72
1306,2024-01-17,13,11,1,154,3,712.83,23.76,689.07,341.49
1307,2024-06-13,8,3,1,227,2,210.82,10.54,200.28,127.6
1308,2025-04-17,18,14,2,91,4,224.64,5.62,219.02,141.44
