sale_id,product_id,store_id,customer_id,channel_id,sale_date,year,month,month_name,quarter,season,is_weekend,product_name,brand,category,subcategory,store_name,region,state,city,gender,age_group,loyalty_flag,channel_name,quantity,gross_revenue,discount_value,net_revenue,cost,profit
227,12,9,486,1,2025-12-06,2025,12,December,4,Natal,1,"Produto 12",Eudora,Skincare,"ProteÃ§Ã£o Solar","Loja 9",Sul,PR,Curitiba,F,18-25,True,"Loja FÃ­sica",3,429.00,14.00,415.00,184.00,230.74
228,44,12,NULL,2,2025-06-12,2025,6,June,2,"Dia dos Namorados",0,"Produto 44","O BoticÃ¡rio",Maquiagem,Olhos,"Loja 12",Nordeste,BA,Salvador,NULL,NULL,NULL,E-commerce,5,1020.00,40.00,979.00,674.00,305.32
229,46,6,218,2,2024-03-01,2024,3,March,1,"Dia da Mulher",0,"Produto 46","Quem Disse Berenice",Skincare,Anti-Idade,"Loja 6",Sudeste,MG,"Belo Horizonte",F,50+,True,E-commerce,2,83.00,8.00,74.00,43.00,31.58
230,32,12,497,2,2024-06-30,2024,6,June,2,"Dia dos Namorados",1,"Produto 32",Eudora,Maquiagem,Base,"Loja 12",Nordeste,BA,Salvador,M,50+,False,E-commerce,1,220.00,22.00,198.00,135.00,62.28
231,7,13,245,1,2025-08-04,2025,8,August,3,Regular,0,"Produto 7",Eudora,Skincare,"NÃ£o Classificado","Loja 13",Sudeste,SP,"SÃ£o Paulo",F,50+,True,"Loja FÃ­sica",3,539.00,35.00,503.00,284.00,218.58
232,31,8,NULL,1,2025-06-25,2025,6,June,2,"Dia dos Namorados",0,"Produto 31",Eudora,Maquiagem,Batom,"Loja 8",Nordeste,BA,Salvador,NULL,NULL,NULL,"Loja FÃ­sica",4,679.00,33.00,645.00,459.00,186.23
233,30,4,190,1,2024-05-06,2024,5,May,2,"Dia das MÃ£es",0,"Produto 30","O BoticÃ¡rio",Maquiagem,Corretivo,"Loja 4",Sul,PR,Curitiba,F,26-35,False,"Loja FÃ­sica",1,112.00,11.00,100.00,55.00,45.05
234,10,13,176,2,2024-12-30,2024,12,December,4,Natal,0,"Produto 10",Eudora,Maquiagem,Batom,"Loja 13",Sudeste,SP,"SÃ£o Paulo",F,26-35,True,E-commerce,2,394.00,19.00,374.00,231.00,143.14
235,14,5,84,1,2025-02-26,2025,2,February,1,Regular,0,"Produto 14","O BoticÃ¡rio",Maquiagem,"NÃ£o Classificado","Loja 5",Sudeste,SP,"SÃ£o Paulo",F,26-35,False,"Loja FÃ­sica",2,84.00,4.00,79.00,41.00,38.62
236,10,5,NULL,1,2025-01-05,2025,1,January,1,Regular,1,"Produto 10",Eudora,Maquiagem,Batom,"Loja 5",Sudeste,SP,"SÃ£o Paulo",NULL,NULL,NULL,"Loja FÃ­sica",3,353.00,0.00,353.00,202.00,150.48
237,40,14,296,2,2025-12-14,2025,12,December,4,Natal,1,"Produto 40","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 14",Sul,RS,"Porto Alegre",F,26-35,True,E-commerce,1,68.00,0.00,68.00,42.00,26.47
238,22,10,453,1,2025-08-22,2025,8,August,3,Regular,0,"Produto 22",Eudora,Perfume,Amadeirado,"Loja 10",Nordeste,CE,Fortaleza,M,26-35,True,"Loja FÃ­sica",5,685.00,13.00,671.00,276.00,395.49
239,50,4,176,1,2024-11-24,2024,11,November,4,"Black Friday",1,"Produto 50","Quem Disse Berenice",Skincare,HidrataÃ§Ã£o,"Loja 4",Sul,PR,Curitiba,F,26-35,True,"Loja FÃ­sica",5,462.00,18.00,443.00,249.00,193.72
240,9,10,NULL,1,2024-08-30,2024,8,August,3,Regular,0,"Produto 9","O BoticÃ¡rio",Maquiagem,"PÃ³ Facial","Loja 10",Nordeste,CE,Fortaleza,NULL,NULL,NULL,"Loja FÃ­sica",3,407.00,27.00,379.00,181.00,198.31
241,2,9,NULL,2,2025-09-26,2025,9,September,3,Regular,0,"Produto 2","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 9",Sul,PR,Curitiba,NULL,NULL,NULL,E-commerce,2,301.00,0.00,301.00,156.00,144.78
242,9,13,NULL,2,2024-12-06,2024,12,December,4,Natal,0,"Produto 9","O BoticÃ¡rio",Maquiagem,"PÃ³ Facial","Loja 13",Sudeste,SP,"SÃ£o Paulo",NULL,NULL,NULL,E-commerce,5,455.00,18.00,437.00,252.00,185.17
243,4,2,36,2,2024-01-19,2024,1,January,1,Regular,0,"Produto 4",Eudora,Perfume,Gourmand,"Loja 2",Nordeste,SE,Aracaju,M,"NÃ£o Informado",True,E-commerce,4,551.00,0.00,551.00,318.00,233.76
244,1,15,NULL,2,2025-09-08,2025,9,September,3,Regular,0,"Produto 1",Eudora,Skincare,"Tratamento Facial","Loja 15",Nordeste,PE,Recife,NULL,NULL,NULL,E-commerce,5,1080.00,21.00,1058.00,635.00,423.19
245,14,5,NULL,2,2025-06-26,2025,6,June,2,"Dia dos Namorados",0,"Produto 14","O BoticÃ¡rio",Maquiagem,"NÃ£o Classificado","Loja 5",Sudeste,SP,"SÃ£o Paulo",NULL,NULL,NULL,E-commerce,3,163.00,10.00,152.00,108.00,44.67
246,12,1,84,2,2024-08-21,2024,8,August,3,Regular,0,"Produto 12",Eudora,Skincare,"ProteÃ§Ã£o Solar","Loja 1",Nordeste,PE,Recife,F,26-35,False,E-commerce,1,124.00,0.00,124.00,60.00,64.21
247,44,8,336,1,2025-06-16,2025,6,June,2,"Dia dos Namorados",0,"Produto 44","O BoticÃ¡rio",Maquiagem,Olhos,"Loja 8",Nordeste,BA,Salvador,M,"NÃ£o Informado",False,"Loja FÃ­sica",2,67.00,6.00,60.00,35.00,25.71
248,48,5,NULL,2,2024-04-15,2024,4,April,2,Regular,0,"Produto 48","Quem Disse Berenice",Perfume,Floral,"Loja 5",Sudeste,SP,"SÃ£o Paulo",NULL,NULL,NULL,E-commerce,3,183.00,0.00,183.00,108.00,74.16
249,19,7,321,1,2025-03-12,2025,3,March,1,"Dia da Mulher",0,"Produto 19",Eudora,Perfume,Floral,"Loja 7",Sul,RS,"Porto Alegre",M,"NÃ£o Informado",True,"Loja FÃ­sica",5,353.00,0.00,353.00,143.00,209.60
250,24,4,47,1,2025-10-03,2025,10,October,4,Regular,0,"Produto 24",Eudora,Skincare,Anti-Idade,"Loja 4",Sul,PR,Curitiba,M,"NÃ£o Informado",False,"Loja FÃ­sica",3,731.00,48.00,683.00,367.00,315.79
251,33,1,339,1,2025-12-17,2025,12,December,4,Natal,0,"Produto 33","Quem Disse Berenice",Maquiagem,"PÃ³ Facial","Loja 1",Nordeste,PE,Recife,M,"NÃ£o Informado",False,"Loja FÃ­sica",3,640.00,0.00,640.00,307.00,332.46
252,40,2,56,1,2025-12-26,2025,12,December,4,Natal,0,"Produto 40","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 2",Nordeste,SE,Aracaju,M,18-25,False,"Loja FÃ­sica",1,241.00,48.00,193.00,115.00,77.81
253,7,14,NULL,2,2024-06-03,2024,6,June,2,"Dia dos Namorados",0,"Produto 7",Eudora,Skincare,"NÃ£o Classificado","Loja 14",Sul,RS,"Porto Alegre",NULL,NULL,NULL,E-commerce,3,614.00,20.00,594.00,326.00,268.08
254,10,14,21,1,2024-04-17,2024,4,April,2,Regular,0,"Produto 10",Eudora,Maquiagem,Batom,"Loja 14",Sul,RS,"Porto Alegre",F,50+,False,"Loja FÃ­sica",2,238.00,23.00,214.00,141.00,72.55
255,3,6,NULL,2,2024-03-26,2024,3,March,1,"Dia da Mulher",0,"Produto 3","Quem Disse Berenice",Skincare,"Tratamento Facial","Loja 6",Sudeste,MG,"Belo Horizonte",NULL,NULL,NULL,E-commerce,2,231.00,23.00,207.00,152.00,55.26
256,50,11,31,2,2024-08-17,2024,8,August,3,Regular,1,"Produto 50","Quem Disse Berenice",Skincare,HidrataÃ§Ã£o,"Loja 11",Nordeste,CE,Fortaleza,F,26-35,False,E-commerce,4,730.00,0.00,730.00,499.00,230.64
257,9,6,411,1,2025-01-03,2025,1,January,1,Regular,0,"Produto 9","O BoticÃ¡rio",Maquiagem,"PÃ³ Facial","Loja 6",Sudeste,MG,"Belo Horizonte",F,18-25,True,"Loja FÃ­sica",1,37.00,0.00,37.00,20.00,16.96
258,9,1,NULL,2,2024-02-03,2024,2,February,1,Regular,1,"Produto 9","O BoticÃ¡rio",Maquiagem,"PÃ³ Facial","Loja 1",Nordeste,PE,Recife,NULL,NULL,NULL,E-commerce,2,250.00,0.00,250.00,168.00,82.42
259,23,6,244,2,2024-12-09,2024,12,December,4,Natal,0,"Produto 23",Eudora,Maquiagem,Olhos,"Loja 6",Sudeste,MG,"Belo Horizonte",F,26-35,True,E-commerce,3,187.00,12.00,175.00,111.00,63.47
260,31,6,498,2,2025-09-04,2025,9,September,3,Regular,0,"Produto 31",Eudora,Maquiagem,Batom,"Loja 6",Sudeste,MG,"Belo Horizonte",F,18-25,True,E-commerce,2,244.00,12.00,232.00,111.00,121.44
261,15,8,257,1,2025-01-10,2025,1,January,1,Regular,0,"Produto 15",Eudora,Perfume,Amadeirado,"Loja 8",Nordeste,BA,Salvador,F,26-35,False,"Loja FÃ­sica",4,534.00,26.00,508.00,240.00,267.34
262,13,6,NULL,1,2025-02-14,2025,2,February,1,Regular,0,"Produto 13","Quem Disse Berenice",Perfume,Gourmand,"Loja 6",Sudeste,MG,"Belo Horizonte",NULL,NULL,NULL,"Loja FÃ­sica",4,543.00,0.00,543.00,367.00,176.64
263,27,4,466,2,2025-08-13,2025,8,August,3,Regular,0,"Produto 27","O BoticÃ¡rio",Perfume,Oriental,"Loja 4",Sul,PR,Curitiba,M,26-35,True,E-commerce,1,141.00,0.00,141.00,94.00,47.78
264,30,4,42,2,2025-01-28,2025,1,January,1,Regular,0,"Produto 30","O BoticÃ¡rio",Maquiagem,Corretivo,"Loja 4",Sul,PR,Curitiba,F,26-35,True,E-commerce,4,370.00,0.00,370.00,252.00,118.24
265,38,3,264,2,2024-11-24,2024,11,November,4,"Black Friday",1,"Produto 38","Quem Disse Berenice",Perfume,Amadeirado,"Loja 3",Sul,MS,"Campo Grande",M,"NÃ£o Informado",True,E-commerce,5,534.00,0.00,534.00,287.00,247.40
266,19,5,200,1,2025-02-23,2025,2,February,1,Regular,1,"Produto 19",Eudora,Perfume,Floral,"Loja 5",Sudeste,SP,"SÃ£o Paulo",M,26-35,True,"Loja FÃ­sica",2,86.00,4.00,82.00,38.00,43.68
267,40,6,NULL,2,2025-09-09,2025,9,September,3,Regular,0,"Produto 40","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 6",Sudeste,MG,"Belo Horizonte",NULL,NULL,NULL,E-commerce,4,827.00,20.00,806.00,390.00,416.39
268,20,4,392,2,2024-06-25,2024,6,June,2,"Dia dos Namorados",0,"Produto 20","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 4",Sul,PR,Curitiba,F,50+,False,E-commerce,3,451.00,30.00,421.00,295.00,125.68
269,37,2,NULL,1,2025-12-25,2025,12,December,4,Natal,0,"Produto 37",Eudora,Skincare,"ProteÃ§Ã£o Solar","Loja 2",Nordeste,SE,Aracaju,NULL,NULL,NULL,"Loja FÃ­sica",4,284.00,14.00,270.00,150.00,119.68
270,9,12,NULL,2,2025-08-11,2025,8,August,3,Regular,0,"Produto 9","O BoticÃ¡rio",Maquiagem,"PÃ³ Facial","Loja 12",Nordeste,BA,Salvador,NULL,NULL,NULL,E-commerce,5,499.00,9.00,489.00,339.00,149.82
271,22,13,118,2,2025-07-24,2025,7,July,3,Regular,0,"Produto 22",Eudora,Perfume,Amadeirado,"Loja 13",Sudeste,SP,"SÃ£o Paulo",F,50+,True,E-commerce,2,232.00,0.00,232.00,116.00,116.02
272,34,14,216,2,2025-02-13,2025,2,February,1,Regular,0,"Produto 34","O BoticÃ¡rio",Perfume,Oriental,"Loja 14",Sul,RS,"Porto Alegre",M,18-25,False,E-commerce,1,96.00,9.00,87.00,49.00,37.10
273,29,4,165,2,2025-07-16,2025,7,July,3,Regular,0,"Produto 29","Quem Disse Berenice",Skincare,"Tratamento Facial","Loja 4",Sul,PR,Curitiba,F,26-35,False,E-commerce,3,730.00,48.00,681.00,473.00,207.67
274,40,15,29,1,2025-11-01,2025,11,November,4,"Black Friday",1,"Produto 40","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 15",Nordeste,PE,Recife,F,26-35,True,"Loja FÃ­sica",4,553.00,13.00,539.00,238.00,300.73
275,6,10,NULL,2,2024-09-19,2024,9,September,3,Regular,0,"Produto 6",Eudora,Perfume,Floral,"Loja 10",Nordeste,CE,Fortaleza,NULL,NULL,NULL,E-commerce,2,429.00,42.00,386.00,176.00,209.98
276,37,13,494,2,2024-02-12,2024,2,February,1,Regular,0,"Produto 37",Eudora,Skincare,"ProteÃ§Ã£o Solar","Loja 13",Sudeste,SP,"SÃ£o Paulo",F,26-35,False,E-commerce,3,449.00,29.00,419.00,230.00,188.95
277,13,7,128,2,2024-03-07,2024,3,March,1,"Dia da Mulher",0,"Produto 13","Quem Disse Berenice",Perfume,Gourmand,"Loja 7",Sul,RS,"Porto Alegre",F,26-35,True,E-commerce,2,156.00,15.00,141.00,64.00,76.84
278,20,13,124,2,2025-08-23,2025,8,August,3,Regular,1,"Produto 20","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 13",Sudeste,SP,"SÃ£o Paulo",M,50+,True,E-commerce,5,959.00,38.00,921.00,577.00,344.35
279,36,8,97,1,2024-06-16,2024,6,June,2,"Dia dos Namorados",1,"Produto 36","Quem Disse Berenice",Skincare,HidrataÃ§Ã£o,"Loja 8",Nordeste,BA,Salvador,F,"NÃ£o Informado",False,"Loja FÃ­sica",3,238.00,7.00,230.00,159.00,71.40
280,29,8,NULL,2,2025-12-19,2025,12,December,4,Natal,0,"Produto 29","Quem Disse Berenice",Skincare,"Tratamento Facial","Loja 8",Nordeste,BA,Salvador,NULL,NULL,NULL,E-commerce,4,958.00,23.00,934.00,599.00,335.79
281,46,1,151,1,2024-05-06,2024,5,May,2,"Dia das MÃ£es",0,"Produto 46","Quem Disse Berenice",Skincare,Anti-Idade,"Loja 1",Nordeste,PE,Recife,F,50+,False,"Loja FÃ­sica",4,905.00,0.00,905.00,485.00,420.60
282,15,7,361,1,2025-02-14,2025,2,February,1,Regular,0,"Produto 15",Eudora,Perfume,Amadeirado,"Loja 7",Sul,RS,"Porto Alegre",M,"NÃ£o Informado",False,"Loja FÃ­sica",4,859.00,21.00,838.00,522.00,315.98
283,20,10,NULL,2,2024-06-11,2024,6,June,2,"Dia dos Namorados",0,"Produto 20","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 10",Nordeste,CE,Fortaleza,NULL,NULL,NULL,E-commerce,5,210.00,4.00,206.00,115.00,90.94
284,7,12,93,2,2025-04-02,2025,4,April,2,Regular,0,"Produto 7",Eudora,Skincare,"NÃ£o Classificado","Loja 12",Nordeste,BA,Salvador,M,50+,True,E-commerce,2,400.00,0.00,400.00,244.00,156.04
285,38,4,287,1,2024-01-08,2024,1,January,1,Regular,0,"Produto 38","Quem Disse Berenice",Perfume,Amadeirado,"Loja 4",Sul,PR,Curitiba,M,"NÃ£o Informado",True,"Loja FÃ­sica",2,109.00,10.00,98.00,72.00,25.97
286,16,2,83,1,2025-08-10,2025,8,August,3,Regular,1,"Produto 16","O BoticÃ¡rio",Maquiagem,Batom,"Loja 2",Nordeste,SE,Aracaju,F,"NÃ£o Informado",True,"Loja FÃ­sica",3,429.00,0.00,429.00,256.00,173.10
287,12,10,323,2,2025-06-02,2025,6,June,2,"Dia dos Namorados",0,"Produto 12",Eudora,Skincare,"ProteÃ§Ã£o Solar","Loja 10",Nordeste,CE,Fortaleza,M,26-35,True,E-commerce,4,383.00,19.00,364.00,251.00,112.67
288,10,6,189,2,2025-07-10,2025,7,July,3,Regular,0,"Produto 10",Eudora,Maquiagem,Batom,"Loja 6",Sudeste,MG,"Belo Horizonte",F,"NÃ£o Informado",False,E-commerce,3,127.00,4.00,123.00,76.00,46.10
289,33,6,273,2,2025-12-05,2025,12,December,4,Natal,0,"Produto 33","Quem Disse Berenice",Maquiagem,"PÃ³ Facial","Loja 6",Sudeste,MG,"Belo Horizonte",F,"NÃ£o Informado",False,E-commerce,3,104.00,6.00,97.00,70.00,27.66
290,3,5,332,2,2024-05-28,2024,5,May,2,"Dia das MÃ£es",0,"Produto 3","Quem Disse Berenice",Skincare,"Tratamento Facial","Loja 5",Sudeste,SP,"SÃ£o Paulo",M,50+,False,E-commerce,2,189.00,9.00,179.00,110.00,69.41
291,12,5,303,2,2024-01-28,2024,1,January,1,Regular,1,"Produto 12",Eudora,Skincare,"ProteÃ§Ã£o Solar","Loja 5",Sudeste,SP,"SÃ£o Paulo",M,50+,True,E-commerce,1,74.00,0.00,74.00,48.00,25.35
292,23,11,168,2,2024-12-21,2024,12,December,4,Natal,1,"Produto 23",Eudora,Maquiagem,Olhos,"Loja 11",Nordeste,CE,Fortaleza,F,"NÃ£o Informado",False,E-commerce,4,876.00,21.00,854.00,573.00,280.88
293,16,14,NULL,1,2025-11-19,2025,11,November,4,"Black Friday",0,"Produto 16","O BoticÃ¡rio",Maquiagem,Batom,"Loja 14",Sul,RS,"Porto Alegre",NULL,NULL,NULL,"Loja FÃ­sica",2,112.00,11.00,101.00,59.00,42.55
294,23,7,39,1,2025-08-29,2025,8,August,3,Regular,0,"Produto 23",Eudora,Maquiagem,Olhos,"Loja 7",Sul,RS,"Porto Alegre",F,"NÃ£o Informado",False,"Loja FÃ­sica",4,251.00,6.00,245.00,153.00,92.07
295,13,3,NULL,2,2025-03-18,2025,3,March,1,"Dia da Mulher",0,"Produto 13","Quem Disse Berenice",Perfume,Gourmand,"Loja 3",Sul,MS,"Campo Grande",NULL,NULL,NULL,E-commerce,4,133.00,6.00,126.00,56.00,69.90
296,3,14,91,1,2025-04-13,2025,4,April,2,Regular,1,"Produto 3","Quem Disse Berenice",Skincare,"Tratamento Facial","Loja 14",Sul,RS,"Porto Alegre",F,18-25,False,"Loja FÃ­sica",4,385.00,9.00,375.00,221.00,154.08
297,19,14,NULL,2,2024-08-02,2024,8,August,3,Regular,0,"Produto 19",Eudora,Perfume,Floral,"Loja 14",Sul,RS,"Porto Alegre",NULL,NULL,NULL,E-commerce,5,337.00,13.00,323.00,220.00,102.96
298,31,3,NULL,2,2025-10-03,2025,10,October,4,Regular,0,"Produto 31",Eudora,Maquiagem,Batom,"Loja 3",Sul,MS,"Campo Grande",NULL,NULL,NULL,E-commerce,1,235.00,23.00,212.00,115.00,96.20
299,34,15,53,2,2024-10-29,2024,10,October,4,Regular,0,"Produto 34","O BoticÃ¡rio",Perfume,Oriental,"Loja 15",Nordeste,PE,Recife,F,18-25,False,E-commerce,3,737.00,0.00,737.00,440.00,296.67
300,27,5,426,1,2024-12-23,2024,12,December,4,Natal,0,"Produto 27","O BoticÃ¡rio",Perfume,Oriental,"Loja 5",Sudeste,SP,"SÃ£o Paulo",M,26-35,False,"Loja FÃ­sica",2,376.00,0.00,376.00,211.00,165.02
301,43,11,95,2,2025-04-07,2025,4,April,2,Regular,0,"Produto 43","O BoticÃ¡rio",Perfume,Gourmand,"Loja 11",Nordeste,CE,Fortaleza,F,18-25,False,E-commerce,4,821.00,0.00,821.00,524.00,297.48
302,25,9,478,1,2024-04-09,2024,4,April,2,Regular,0,"Produto 25",Eudora,Maquiagem,"PÃ³ Facial","Loja 9",Sul,PR,Curitiba,M,26-35,True,"Loja FÃ­sica",2,266.00,26.00,239.00,179.00,60.53
303,7,11,475,1,2025-10-15,2025,10,October,4,Regular,0,"Produto 7",Eudora,Skincare,"NÃ£o Classificado","Loja 11",Nordeste,CE,Fortaleza,F,18-25,True,"Loja FÃ­sica",1,50.00,0.00,50.00,33.00,16.54
304,36,8,186,1,2025-05-14,2025,5,May,2,"Dia das MÃ£es",0,"Produto 36","Quem Disse Berenice",Skincare,HidrataÃ§Ã£o,"Loja 8",Nordeste,BA,Salvador,M,"NÃ£o Informado",False,"Loja FÃ­sica",1,241.00,0.00,241.00,155.00,85.97
305,49,6,69,2,2024-02-28,2024,2,February,1,Regular,0,"Produto 49",Eudora,Perfume,"NÃ£o Classificado","Loja 6",Sudeste,MG,"Belo Horizonte",F,"NÃ£o Informado",False,E-commerce,1,179.00,17.00,161.00,96.00,65.05
306,27,14,NULL,1,2024-04-18,2024,4,April,2,Regular,0,"Produto 27","O BoticÃ¡rio",Perfume,Oriental,"Loja 14",Sul,RS,"Porto Alegre",NULL,NULL,NULL,"Loja FÃ­sica",3,337.00,0.00,337.00,153.00,183.51
307,19,14,NULL,1,2025-01-28,2025,1,January,1,Regular,0,"Produto 19",Eudora,Perfume,Floral,"Loja 14",Sul,RS,"Porto Alegre",NULL,NULL,NULL,"Loja FÃ­sica",1,75.00,15.00,60.00,41.00,18.49
308,44,8,326,1,2025-04-01,2025,4,April,2,Regular,0,"Produto 44","O BoticÃ¡rio",Maquiagem,Olhos,"Loja 8",Nordeste,BA,Salvador,M,18-25,True,"Loja FÃ­sica",1,49.00,0.00,49.00,33.00,15.78
309,8,7,186,1,2024-02-26,2024,2,February,1,Regular,0,"Produto 8",Eudora,Perfume,Gourmand,"Loja 7",Sul,RS,"Porto Alegre",M,"NÃ£o Informado",False,"Loja FÃ­sica",4,775.00,38.00,736.00,532.00,203.84
310,28,14,482,1,2024-11-11,2024,11,November,4,"Black Friday",0,"Produto 28",Eudora,Skincare,"NÃ£o Classificado","Loja 14",Sul,RS,"Porto Alegre",F,18-25,False,"Loja FÃ­sica",2,179.00,0.00,179.00,115.00,64.04
311,25,9,416,2,2025-05-27,2025,5,May,2,"Dia das MÃ£es",0,"Produto 25",Eudora,Maquiagem,"PÃ³ Facial","Loja 9",Sul,PR,Curitiba,F,"NÃ£o Informado",True,E-commerce,2,393.00,19.00,373.00,195.00,178.10
312,2,8,338,1,2024-12-16,2024,12,December,4,Natal,0,"Produto 2","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 8",Nordeste,BA,Salvador,M,50+,True,"Loja FÃ­sica",2,249.00,0.00,249.00,153.00,96.08
313,20,5,138,2,2025-01-14,2025,1,January,1,Regular,0,"Produto 20","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 5",Sudeste,SP,"SÃ£o Paulo",F,18-25,False,E-commerce,2,268.00,0.00,268.00,182.00,86.28
314,43,12,NULL,2,2024-07-02,2024,7,July,3,Regular,0,"Produto 43","O BoticÃ¡rio",Perfume,Gourmand,"Loja 12",Nordeste,BA,Salvador,NULL,NULL,NULL,E-commerce,4,329.00,16.00,313.00,201.00,112.04
315,43,7,NULL,2,2024-10-11,2024,10,October,4,Regular,0,"Produto 43","O BoticÃ¡rio",Perfume,Gourmand,"Loja 7",Sul,RS,"Porto Alegre",NULL,NULL,NULL,E-commerce,4,719.00,0.00,719.00,296.00,422.84
316,40,8,204,1,2025-03-10,2025,3,March,1,"Dia da Mulher",0,"Produto 40","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 8",Nordeste,BA,Salvador,F,26-35,True,"Loja FÃ­sica",5,309.00,6.00,302.00,127.00,175.67
317,30,7,327,2,2024-10-26,2024,10,October,4,Regular,1,"Produto 30","O BoticÃ¡rio",Maquiagem,Corretivo,"Loja 7",Sul,RS,"Porto Alegre",M,26-35,True,E-commerce,1,87.00,17.00,69.00,36.00,32.97
318,37,15,12,2,2025-08-29,2025,8,August,3,Regular,0,"Produto 37",Eudora,Skincare,"ProteÃ§Ã£o Solar","Loja 15",Nordeste,PE,Recife,M,26-35,True,E-commerce,2,417.00,0.00,417.00,263.00,153.52
319,47,1,NULL,2,2024-06-08,2024,6,June,2,"Dia dos Namorados",1,"Produto 47","Quem Disse Berenice",Skincare,HidrataÃ§Ã£o,"Loja 1",Nordeste,PE,Recife,NULL,NULL,NULL,E-commerce,3,273.00,0.00,273.00,157.00,115.41
320,26,1,387,2,2025-07-16,2025,7,July,3,Regular,0,"Produto 26","Quem Disse Berenice",Skincare,"ProteÃ§Ã£o Solar","Loja 1",Nordeste,PE,Recife,M,26-35,True,E-commerce,2,309.00,0.00,309.00,186.00,123.50
321,8,6,114,1,2025-05-15,2025,5,May,2,"Dia das MÃ£es",0,"Produto 8",Eudora,Perfume,Gourmand,"Loja 6",Sudeste,MG,"Belo Horizonte",M,18-25,False,"Loja FÃ­sica",2,387.00,19.00,368.00,216.00,151.90
322,36,3,60,1,2024-04-10,2024,4,April,2,Regular,0,"Produto 36","Quem Disse Berenice",Skincare,HidrataÃ§Ã£o,"Loja 3",Sul,MS,"Campo Grande",F,"NÃ£o Informado",True,"Loja FÃ­sica",4,338.00,0.00,338.00,174.00,163.76
323,39,7,203,2,2025-11-18,2025,11,November,4,"Black Friday",0,"Produto 39","O BoticÃ¡rio",Skincare,Limpeza,"Loja 7",Sul,RS,"Porto Alegre",M,50+,False,E-commerce,1,210.00,0.00,210.00,143.00,66.97
324,13,1,93,2,2025-11-30,2025,11,November,4,"Black Friday",1,"Produto 13","Quem Disse Berenice",Perfume,Gourmand,"Loja 1",Nordeste,PE,Recife,M,50+,True,E-commerce,1,77.00,15.00,61.00,46.00,15.00
325,43,10,NULL,1,2025-07-29,2025,7,July,3,Regular,0,"Produto 43","O BoticÃ¡rio",Perfume,Gourmand,"Loja 10",Nordeste,CE,Fortaleza,NULL,NULL,NULL,"Loja FÃ­sica",4,970.00,24.00,945.00,461.00,484.31
326,13,8,72,2,2024-05-21,2024,5,May,2,"Dia das MÃ£es",0,"Produto 13","Quem Disse Berenice",Perfume,Gourmand,"Loja 8",Nordeste,BA,Salvador,M,26-35,True,E-commerce,2,367.00,18.00,349.00,151.00,197.27
327,3,13,NULL,1,2025-11-05,2025,11,November,4,"Black Friday",0,"Produto 3","Quem Disse Berenice",Skincare,"Tratamento Facial","Loja 13",Sudeste,SP,"SÃ£o Paulo",NULL,NULL,NULL,"Loja FÃ­sica",5,949.00,0.00,949.00,462.00,486.85
328,22,13,62,2,2024-01-10,2024,1,January,1,Regular,0,"Produto 22",Eudora,Perfume,Amadeirado,"Loja 13",Sudeste,SP,"SÃ£o Paulo",M,18-25,False,E-commerce,2,242.00,12.00,230.00,102.00,127.48
329,25,7,210,2,2025-10-06,2025,10,October,4,Regular,0,"Produto 25",Eudora,Maquiagem,"PÃ³ Facial","Loja 7",Sul,RS,"Porto Alegre",M,"NÃ£o Informado",False,E-commerce,4,208.00,5.00,203.00,119.00,83.98
330,46,14,38,2,2025-05-05,2025,5,May,2,"Dia das MÃ£es",0,"Produto 46","Quem Disse Berenice",Skincare,Anti-Idade,"Loja 14",Sul,RS,"Porto Alegre",M,50+,True,E-commerce,5,1191.00,23.00,1167.00,525.00,642.66
331,3,7,244,2,2024-06-04,2024,6,June,2,"Dia dos Namorados",0,"Produto 3","Quem Disse Berenice",Skincare,"Tratamento Facial","Loja 7",Sul,RS,"Porto Alegre",F,26-35,True,E-commerce,3,623.00,41.00,582.00,395.00,186.52
332,24,4,NULL,2,2025-02-15,2025,2,February,1,Regular,1,"Produto 24",Eudora,Skincare,Anti-Idade,"Loja 4",Sul,PR,Curitiba,NULL,NULL,NULL,E-commerce,5,1249.00,49.00,1199.00,818.00,381.32
333,38,3,448,1,2025-07-07,2025,7,July,3,Regular,0,"Produto 38","Quem Disse Berenice",Perfume,Amadeirado,"Loja 3",Sul,MS,"Campo Grande",M,50+,True,"Loja FÃ­sica",4,757.00,18.00,738.00,307.00,431.14
334,11,9,NULL,2,2024-10-16,2024,10,October,4,Regular,0,"Produto 11",Eudora,Maquiagem,Olhos,"Loja 9",Sul,PR,Curitiba,NULL,NULL,NULL,E-commerce,1,181.00,0.00,181.00,122.00,59.13
